date,county,state,fips,cases,deaths
06/28/2020,Queens,New York,36081,65083,5830
06/28/2020,Richmond,New York,36085,14004,875
06/29/2020,New York,New York,36061,26910,2436
06/29/2020,Bronx,New York,36005,48077,3835
06/29/2020,Kings,New York,36047,59302,5507
06/29/2020,Queens,New York,36081,65214,5837
06/29/2020,Richmond,New York,36085,14027,878
06/30/2020,New York,New York,36061,27004,2440
06/30/2020,Bronx,New York,36005,48154,3840
06/30/2020,Kings,New York,36047,59435,5512
06/30/2020,Queens,New York,36081,65326,5845
06/30/2020,Richmond,New York,36085,14055,880
07/01/2020,New York,New York,36061,27087,2442
07/01/2020,Bronx,New York,36005,48216,3841
07/01/2020,Kings,New York,36047,59555,5517
07/01/2020,Queens,New York,36081,65420,5848
07/01/2020,Richmond,New York,36085,14094,881
07/02/2020,New York,New York,36061,27168,2451
07/02/2020,Bronx,New York,36005,48289,3843
07/02/2020,Kings,New York,36047,59683,5521
07/02/2020,Queens,New York,36081,65534,5854
07/02/2020,Richmond,New York,36085,14111,885
07/03/2020,New York,New York,36061,27215,2453
07/03/2020,Bronx,New York,36005,48329,3850
07/03/2020,Kings,New York,36047,59755,5527
07/03/2020,Queens,New York,36081,65599,5861
07/03/2020,Richmond,New York,36085,14117,887
07/04/2020,New York,New York,36061,27247,2455
07/04/2020,Bronx,New York,36005,48350,3852
07/04/2020,Kings,New York,36047,59778,5533
07/04/2020,Queens,New York,36081,65631,5864
07/04/2020,Richmond,New York,36085,14128,888
07/05/2020,New York,New York,36061,27279,2459
07/05/2020,Bronx,New York,36005,48369,3858
07/05/2020,Kings,New York,36047,59832,5538
07/05/2020,Queens,New York,36081,65669,5866
07/05/2020,Richmond,New York,36085,14139,888
07/06/2020,New York,New York,36061,27358,2464
07/06/2020,Bronx,New York,36005,48437,3862
07/06/2020,Kings,New York,36047,59975,5542
07/06/2020,Queens,New York,36081,65787,5870
07/06/2020,Richmond,New York,36085,14167,888
07/07/2020,New York,New York,36061,27447,2466
07/07/2020,Bronx,New York,36005,48548,3864
07/07/2020,Kings,New York,36047,60098,5546
07/07/2020,Queens,New York,36081,65894,5874
07/07/2020,Richmond,New York,36085,14199,889
07/08/2020,New York,New York,36061,27566,2469
07/08/2020,Bronx,New York,36005,48630,3867
07/08/2020,Kings,New York,36047,60219,5551
07/08/2020,Queens,New York,36081,65981,5879
07/08/2020,Richmond,New York,36085,14225,893
07/09/2020,New York,New York,36061,27656,2471
07/09/2020,Bronx,New York,36005,48719,3870
07/09/2020,Kings,New York,36047,60323,5555
07/09/2020,Queens,New York,36081,66069,5880
07/09/2020,Richmond,New York,36085,14244,893
07/10/2020,New York,New York,36061,27707,2472
07/10/2020,Bronx,New York,36005,48785,3874
07/10/2020,Kings,New York,36047,60414,5558
07/10/2020,Queens,New York,36081,66158,5881
07/10/2020,Richmond,New York,36085,14258,894
07/11/2020,New York,New York,36061,27753,2476
07/11/2020,Bronx,New York,36005,48825,3876
07/11/2020,Kings,New York,36047,60486,5560
07/11/2020,Queens,New York,36081,66242,5886
07/11/2020,Richmond,New York,36085,14271,894
07/12/2020,New York,New York,36061,27795,2476
07/12/2020,Bronx,New York,36005,48868,3878
07/12/2020,Kings,New York,36047,60542,5564
07/12/2020,Queens,New York,36081,66310,5891
07/12/2020,Richmond,New York,36085,14284,894
07/13/2020,New York,New York,36061,27872,2481
07/13/2020,Bronx,New York,36005,48976,3882
07/13/2020,Kings,New York,36047,60664,5566
07/13/2020,Queens,New York,36081,66448,5896
07/13/2020,Richmond,New York,36085,14318,894
07/14/2020,New York,New York,36061,27951,2483
07/14/2020,Bronx,New York,36005,49043,3883
07/14/2020,Kings,New York,36047,60774,5570
07/14/2020,Queens,New York,36081,66569,5899
07/14/2020,Richmond,New York,36085,14338,894
07/15/2020,New York,New York,36061,28020,2484
07/15/2020,Bronx,New York,36005,49151,3887
07/15/2020,Kings,New York,36047,60923,5572
07/15/2020,Queens,New York,36081,66657,5906
07/15/2020,Richmond,New York,36085,14359,894
07/16/2020,New York,New York,36061,28109,2486
07/16/2020,Bronx,New York,36005,49245,3889
07/16/2020,Kings,New York,36047,61014,5575
07/16/2020,Queens,New York,36081,66763,5909
07/16/2020,Richmond,New York,36085,14392,894
07/17/2020,New York,New York,36061,28222,2489
07/17/2020,Bronx,New York,36005,49319,3891
07/17/2020,Kings,New York,36047,61117,5576
07/17/2020,Queens,New York,36081,66868,5917
07/17/2020,Richmond,New York,36085,14413,894
07/18/2020,New York,New York,36061,28258,2491
07/18/2020,Bronx,New York,36005,49374,3893
07/18/2020,Kings,New York,36047,61175,5581
07/18/2020,Queens,New York,36081,66917,5919
07/18/2020,Richmond,New York,36085,14432,894
07/19/2020,New York,New York,36061,28291,2494
07/19/2020,Bronx,New York,36005,49413,3894
07/19/2020,Kings,New York,36047,61215,5584
07/19/2020,Queens,New York,36081,66963,5919
07/19/2020,Richmond,New York,36085,14449,894
07/20/2020,New York,New York,36061,28371,2496
07/20/2020,Bronx,New York,36005,49505,3896
07/20/2020,Kings,New York,36047,61300,5588
07/20/2020,Queens,New York,36081,67071,5922
07/20/2020,Richmond,New York,36085,14479,894
07/21/2020,New York,New York,36061,28437,2496
07/21/2020,Bronx,New York,36005,49576,3900
07/21/2020,Kings,New York,36047,61381,5593
07/21/2020,Queens,New York,36081,67170,5924
07/21/2020,Richmond,New York,36085,14500,894
07/22/2020,New York,New York,36061,28496,2496
07/22/2020,Bronx,New York,36005,49653,3903
07/22/2020,Kings,New York,36047,61475,5594
07/22/2020,Queens,New York,36081,67246,5928
07/22/2020,Richmond,New York,36085,14520,894
07/23/2020,New York,New York,36061,28561,2496
07/23/2020,Bronx,New York,36005,49722,3903
07/23/2020,Kings,New York,36047,61559,5599
07/23/2020,Queens,New York,36081,67309,5932
07/23/2020,Richmond,New York,36085,14545,894
07/24/2020,New York,New York,36061,28619,2496
07/24/2020,Bronx,New York,36005,49795,3905
07/24/2020,Kings,New York,36047,61626,5601
07/24/2020,Queens,New York,36081,67386,5933
07/24/2020,Richmond,New York,36085,14573,895
07/25/2020,New York,New York,36061,28653,2497
07/25/2020,Bronx,New York,36005,49820,3911
07/25/2020,Kings,New York,36047,61661,5603
07/25/2020,Queens,New York,36081,67431,5935
07/25/2020,Richmond,New York,36085,14586,895
07/26/2020,New York,New York,36061,28670,2497
07/26/2020,Bronx,New York,36005,49850,3913
07/26/2020,Kings,New York,36047,61701,5607
07/26/2020,Queens,New York,36081,67464,5937
07/26/2020,Richmond,New York,36085,14605,895
07/27/2020,New York,New York,36061,28741,2498
07/27/2020,Bronx,New York,36005,49909,3914
07/27/2020,Kings,New York,36047,61788,5609
07/27/2020,Queens,New York,36081,67542,5938
07/27/2020,Richmond,New York,36085,14630,895
07/28/2020,New York,New York,36061,28801,2500
07/28/2020,Bronx,New York,36005,49966,3919
07/28/2020,Kings,New York,36047,61891,5610
07/28/2020,Queens,New York,36081,67615,5942
07/28/2020,Richmond,New York,36085,14649,895
07/29/2020,New York,New York,36061,28854,2501
07/29/2020,Bronx,New York,36005,50048,3920
07/29/2020,Kings,New York,36047,61963,5611
07/29/2020,Queens,New York,36081,67681,5943
07/29/2020,Richmond,New York,36085,14661,896
07/30/2020,New York,New York,36061,28899,2502
07/30/2020,Bronx,New York,36005,50103,3921
07/30/2020,Kings,New York,36047,62057,5613
07/30/2020,Queens,New York,36081,67742,5943
07/30/2020,Richmond,New York,36085,14674,896
07/31/2020,New York,New York,36061,28949,2503
07/31/2020,Bronx,New York,36005,50156,3923
07/31/2020,Kings,New York,36047,62136,5614
07/31/2020,Queens,New York,36081,67802,5944
07/31/2020,Richmond,New York,36085,14691,896
08/01/2020,New York,New York,36061,28982,2504
08/01/2020,Bronx,New York,36005,50193,3926
08/01/2020,Kings,New York,36047,62190,5617
08/01/2020,Queens,New York,36081,67856,5945
08/01/2020,Richmond,New York,36085,14698,896
08/02/2020,New York,New York,36061,29007,2504
08/02/2020,Bronx,New York,36005,50223,3926
08/02/2020,Kings,New York,36047,62229,5619
08/02/2020,Queens,New York,36081,67889,5945
08/02/2020,Richmond,New York,36085,14704,896
08/03/2020,New York,New York,36061,29064,2505
08/03/2020,Bronx,New York,36005,50319,3927
08/03/2020,Kings,New York,36047,62325,5619
08/03/2020,Queens,New York,36081,67977,5946
08/03/2020,Richmond,New York,36085,14721,896
08/04/2020,New York,New York,36061,29102,2506
08/04/2020,Bronx,New York,36005,50367,3928
08/04/2020,Kings,New York,36047,62375,5621
08/04/2020,Queens,New York,36081,68024,5948
08/04/2020,Richmond,New York,36085,14726,896
08/05/2020,New York,New York,36061,29152,2509
08/05/2020,Bronx,New York,36005,50433,3930
08/05/2020,Kings,New York,36047,62478,5621
08/05/2020,Queens,New York,36081,68108,5951
08/05/2020,Richmond,New York,36085,14737,896
08/06/2020,New York,New York,36061,29210,2510
08/06/2020,Bronx,New York,36005,50504,3930
08/06/2020,Kings,New York,36047,62571,5623
08/06/2020,Queens,New York,36081,68177,5952
08/06/2020,Richmond,New York,36085,14754,896
08/07/2020,New York,New York,36061,29261,2510
08/07/2020,Bronx,New York,36005,50563,3933
08/07/2020,Kings,New York,36047,62666,5623
08/07/2020,Queens,New York,36081,68233,5954
08/07/2020,Richmond,New York,36085,14759,896
08/08/2020,New York,New York,36061,29282,2514
08/08/2020,Bronx,New York,36005,50592,3934
08/08/2020,Kings,New York,36047,62720,5624
08/08/2020,Queens,New York,36081,68274,5954
08/08/2020,Richmond,New York,36085,14766,896
08/09/2020,New York,New York,36061,29300,2514
08/09/2020,Bronx,New York,36005,50612,3935
08/09/2020,Kings,New York,36047,62768,5624
08/09/2020,Queens,New York,36081,68310,5956
08/09/2020,Richmond,New York,36085,14777,896
08/10/2020,New York,New York,36061,29351,2515
08/10/2020,Bronx,New York,36005,50695,3937
08/10/2020,Kings,New York,36047,62846,5625
08/10/2020,Queens,New York,36081,68380,5958
08/10/2020,Richmond,New York,36085,14798,896
08/11/2020,New York,New York,36061,29394,2517
08/11/2020,Bronx,New York,36005,50762,3938
08/11/2020,Kings,New York,36047,62932,5627
08/11/2020,Queens,New York,36081,68427,5960
08/11/2020,Richmond,New York,36085,14815,896
08/12/2020,New York,New York,36061,29437,2517
08/12/2020,Bronx,New York,36005,50820,3940
08/12/2020,Kings,New York,36047,63047,5627
08/12/2020,Queens,New York,36081,68509,5960
08/12/2020,Richmond,New York,36085,14833,896
08/13/2020,New York,New York,36061,29486,2517
08/13/2020,Bronx,New York,36005,50875,3941
08/13/2020,Kings,New York,36047,63128,5629
08/13/2020,Queens,New York,36081,68575,5960
08/13/2020,Richmond,New York,36085,14844,896
08/14/2020,New York,New York,36061,29529,2518
08/14/2020,Bronx,New York,36005,50943,3941
08/14/2020,Kings,New York,36047,63206,5630
08/14/2020,Queens,New York,36081,68641,5960
08/14/2020,Richmond,New York,36085,14861,897
08/15/2020,New York,New York,36061,29552,2520
08/15/2020,Bronx,New York,36005,50985,3944
08/15/2020,Kings,New York,36047,63239,5632
08/15/2020,Queens,New York,36081,68682,5960
08/15/2020,Richmond,New York,36085,14870,897
08/16/2020,New York,New York,36061,29574,2520
08/16/2020,Bronx,New York,36005,51008,3947
08/16/2020,Kings,New York,36047,63287,5633
08/16/2020,Queens,New York,36081,68723,5962
08/16/2020,Richmond,New York,36085,14875,897
08/17/2020,New York,New York,36061,29625,2521
08/17/2020,Bronx,New York,36005,51078,3947
08/17/2020,Kings,New York,36047,63378,5634
08/17/2020,Queens,New York,36081,68814,5963
08/17/2020,Richmond,New York,36085,14888,898
08/18/2020,New York,New York,36061,29684,2521
08/18/2020,Bronx,New York,36005,51127,3949
08/18/2020,Kings,New York,36047,63442,5634
08/18/2020,Queens,New York,36081,68896,5963
08/18/2020,Richmond,New York,36085,14899,898
08/19/2020,New York,New York,36061,29729,2521
08/19/2020,Bronx,New York,36005,51175,3950
08/19/2020,Kings,New York,36047,63507,5635
08/19/2020,Queens,New York,36081,68961,5964
08/19/2020,Richmond,New York,36085,14917,898
08/20/2020,New York,New York,36061,29763,2521
08/20/2020,Bronx,New York,36005,51221,3951
08/20/2020,Kings,New York,36047,63552,5636
08/20/2020,Queens,New York,36081,69007,5964
08/20/2020,Richmond,New York,36085,14930,898
08/21/2020,New York,New York,36061,29790,2521
08/21/2020,Bronx,New York,36005,51253,3951
08/21/2020,Kings,New York,36047,63593,5636
08/21/2020,Queens,New York,36081,69044,5966
08/21/2020,Richmond,New York,36085,14938,898
08/22/2020,New York,New York,36061,29805,2521
08/22/2020,Bronx,New York,36005,51264,3952
08/22/2020,Kings,New York,36047,63608,5636
08/22/2020,Queens,New York,36081,69053,5967
08/22/2020,Richmond,New York,36085,14941,899
08/23/2020,New York,New York,36061,29808,2521
08/23/2020,Bronx,New York,36005,51275,3954
08/23/2020,Kings,New York,36047,63622,5636
08/23/2020,Queens,New York,36081,69062,5967
08/23/2020,Richmond,New York,36085,14942,899
08/24/2020,New York,New York,36061,29812,2521
08/24/2020,Bronx,New York,36005,51275,3954
08/24/2020,Kings,New York,36047,63626,5636
08/24/2020,Queens,New York,36081,69064,5967
08/24/2020,Richmond,New York,36085,14942,899
